policy,distance_m,trial,segment,recovery_reset,keyframe,phase_success,duration_s,root_position_m,root_xy_m,root_orientation_rad,joint_mae_rad,joint_rmse_rad,joint_max_rad,object_position_m,object_orientation_rad,mean_body_position_m
model_29000_uniform.onnx,0.8,4,manipulation,False,stand_before_pick_box,False,9.185169999997518,2.2061679363250732,2.202228307723999,1.4586121421641616,0.3038972318172455,0.4024560749530792,1.0229023694992065,1.3636347064007082,2.265144577686101,2.1396689414978027
model_29000_uniform.onnx,1.0,5,approach,False,approach_box,True,4.617590000000318,0.03624624386429787,0.02721799537539482,0.03590264364456588,0.08784005790948868,0.11397150158882141,0.29504042863845825,,,0.06088843569159508
model_29000_uniform.onnx,1.0,5,manipulation,False,stand_before_pick_box,False,9.2851899999975,1.8787226676940918,1.8401672840118408,2.0863132479847906,0.28812557458877563,0.33721011877059937,0.7469869256019592,1.0612794033884962,2.1166613804642807,1.8757038116455078
model_29000_uniform.onnx,1.2,6,approach,False,approach_box,True,4.100820000000223,0.03618438541889191,0.02843552455306053,0.06572799226312209,0.08874724805355072,0.11728673428297043,0.3317134380340576,,,0.05734962224960327
model_29000_uniform.onnx,1.2,6,manipulation,False,stand_before_pick_box,False,8.435019999998072,1.7468751668930054,1.7118579149246216,1.8645387538170988,0.30904412269592285,0.4001242220401764,0.9721408486366272,0.9483903511044348,1.769127980815295,1.7193845510482788
model_29000_uniform.onnx,1.4,7,approach,False,approach_box,True,6.051210000000555,0.05435142666101456,0.048894114792346954,0.04804002307017381,0.08248887956142426,0.10246352106332779,0.26141971349716187,,,0.06925327330827713
model_29000_uniform.onnx,1.4,7,manipulation,False,stand_before_pick_box,True,1.0001999999996514,0.05560022220015526,0.05415242165327072,0.07639547616162112,0.08707571774721146,0.11342034488916397,0.2666449546813965,0.03867483036482267,7.320635216471531e-05,0.07655970007181168
model_29000_uniform.onnx,1.4,7,manipulation,False,crouch_to_pick_box,True,1.5669799999994538,0.1580226719379425,0.15166981518268585,0.2258391033799947,0.12779471278190613,0.17497724294662476,0.5176659822463989,0.043809690155245905,0.004417712211044187,0.15562710165977478
model_29000_uniform.onnx,1.4,7,manipulation,False,stand_after_pick_box,False,30.0059999999974,0.141769677400589,0.14011605083942413,0.12605902446232053,0.1378970444202423,0.17669080197811127,0.39096376299858093,0.7970513177941292,0.3257784708213517,0.16799545288085938
model_29000_uniform.onnx,1.6,8,approach,False,approach_box,True,3.9174500000001893,0.04468262568116188,0.04149618744850159,0.104534106489711,0.08955074101686478,0.10990956425666809,0.286407470703125,,,0.05636187270283699
model_29000_uniform.onnx,1.6,8,manipulation,False,stand_before_pick_box,True,1.0835500000001996,0.01245869230479002,0.009021881967782974,0.16442920755402476,0.09237058460712433,0.11962563544511795,0.2662012577056885,0.03867589790877225,0.00010537935159505696,0.04776531457901001
model_29000_uniform.onnx,1.6,8,manipulation,False,crouch_to_pick_box,True,1.6169899999999693,0.16482536494731903,0.16024358570575714,0.2880810200915693,0.12696713209152222,0.17360736429691315,0.44929730892181396,0.042235750266377985,0.0017498745939065362,0.1709509640932083
model_29000_uniform.onnx,1.6,8,manipulation,False,stand_after_pick_box,False,17.836900000004924,1.452144742012024,1.3603004217147827,0.8533239237511544,0.27918726205825806,0.32582923769950867,0.7071695923805237,0.7923201824117672,0.2501265211787241,1.342788815498352
model_29000_uniform.onnx,1.8,9,approach,False,approach_box,True,4.817630000000355,0.1178431287407875,0.11641711741685867,0.07612467241202912,0.08223860710859299,0.10332155972719193,0.2513185143470764,,,0.13338078558444977
model_29000_uniform.onnx,1.8,9,manipulation,False,stand_before_pick_box,True,1.0002000000001843,0.10948262363672256,0.10857026278972626,0.15489528446798015,0.07812512665987015,0.1043393611907959,0.2646603286266327,0.038673803210258484,0.0,0.10929808765649796
model_29000_uniform.onnx,1.8,9,manipulation,False,crouch_to_pick_box,True,7.734879999997402,0.11476369947195053,0.1140228658914566,0.05104779933656928,0.10403701663017273,0.14010672271251678,0.35175395011901855,0.04222030865821194,0.0017791373572922057,0.11079031974077225
model_29000_uniform.onnx,1.8,9,manipulation,False,stand_after_pick_box,True,2.0504100000009924,0.1116044670343399,0.1105123981833458,0.031081361231731983,0.07963058352470398,0.10780797153711319,0.3649519681930542,0.07846224097671939,0.7139137729296423,0.1272566020488739
model_29000_uniform.onnx,1.8,9,manipulation,False,stand_before_place_box,True,8.268320000005929,0.1663985550403595,0.1660023182630539,0.08870471578493591,0.07682040333747864,0.10346934199333191,0.3323584496974945,0.1426282207135642,0.6860023762182009,0.1858903467655182
model_29000_uniform.onnx,1.8,9,manipulation,False,crouch_to_place_box,True,14.252849999992904,0.1916278749704361,0.1898965686559677,0.08641967311322557,0.12044896930456161,0.15327973663806915,0.3589400351047516,0.07376458253515505,0.18367658400825265,0.17774268984794617
model_29000_uniform.onnx,1.8,9,manipulation,False,stand_after_place_box,False,2.7172099999961574,1.1872355937957764,1.0886409282684326,1.0085158424143252,0.23981185257434845,0.31126701831817627,0.7819108366966248,0.07264137821803288,0.18367658400825265,1.0284883975982666
model_29000_uniform.onnx,2.0,10,approach,False,approach_box,True,4.800960000000352,0.13686658442020416,0.1364741176366806,0.07101671043527852,0.08352173864841461,0.10535410791635513,0.295897901058197,,,0.1478428989648819
model_29000_uniform.onnx,2.0,10,manipulation,False,stand_before_pick_box,True,1.0002000000001843,0.10393162816762924,0.10309948027133942,0.10376249736381175,0.07882459461688995,0.10551547259092331,0.2680022418498993,0.038673803210258484,0.0,0.1014695018529892
model_29000_uniform.onnx,2.0,10,manipulation,False,crouch_to_pick_box,True,4.084149999998683,0.12360478192567825,0.12347546964883804,0.04616711312615102,0.09868212044239044,0.13420259952545166,0.35225412249565125,0.040952590597698825,0.0014612472698597475,0.11872296780347824
model_29000_uniform.onnx,2.0,10,manipulation,False,stand_after_pick_box,True,2.033739999999291,0.11712928116321564,0.1162472739815712,0.02380954340917882,0.07818956673145294,0.1064734011888504,0.3694082498550415,0.06701878580785522,0.7308936376374411,0.13253623247146606
model_29000_uniform.onnx,2.0,10,manipulation,False,stand_before_place_box,True,5.2510500000015465,0.2069818377494812,0.20667333900928497,0.11128039921237487,0.07352074980735779,0.0960492342710495,0.30105718970298767,0.15881401664465364,0.7672015087425818,0.22626063227653503
