policy,trial,trial_success,keyframe,phase_success,duration_s,root_position_m,root_xy_m,root_orientation_rad,joint_mae_rad,joint_rmse_rad,joint_max_rad,object_position_m,object_orientation_rad,mean_body_position_m
model_28000.onnx,1,False,approach_box,False,30.006000000009248,2.085108757019043,2.085017681121826,0.11851249486488069,0.10913319140672684,0.13232631981372833,0.31305843591690063,,,2.0822665691375732
model_28000.onnx,2,False,approach_box,False,30.006000000009248,2.083599805831909,2.083512306213379,0.1859197008156209,0.09606701880693436,0.11597789078950882,0.26318424940109253,,,2.065751314163208
model_28000.onnx,3,False,approach_box,False,30.006000000009248,2.1080288887023926,2.107948064804077,0.2018740277139557,0.09591878950595856,0.11559654772281647,0.2354682981967926,,,2.1013705730438232
model_28000.onnx,4,False,approach_box,False,30.006000000009248,2.1361522674560547,2.1360793113708496,0.2703044319939004,0.08562567830085754,0.10375694185495377,0.2058323621749878,,,2.128021240234375
model_28000.onnx,5,False,approach_box,False,30.006000000009248,2.057497978210449,2.057415246963501,0.2143102815600932,0.09484731405973434,0.11555849760770798,0.22360290586948395,,,2.0450003147125244
model_28000.onnx,6,False,approach_box,False,30.006000000009248,1.0240507125854492,1.0240490436553955,0.13093714831305153,0.14655062556266785,0.1977839171886444,0.5218981504440308,,,1.0074493885040283
model_28000.onnx,7,False,approach_box,False,30.006000000009248,2.0981459617614746,2.098052740097046,0.1690567330110574,0.09329923987388611,0.11592520773410797,0.2626456022262573,,,2.0884177684783936
model_28000.onnx,8,False,approach_box,False,30.006000000009248,2.0760860443115234,2.0760045051574707,0.18856476356285698,0.11206740140914917,0.1325836330652237,0.2804456651210785,,,2.073925256729126
model_28000.onnx,9,False,approach_box,False,30.006000000009248,2.0806171894073486,2.0805256366729736,0.20580777989781152,0.1192474514245987,0.14846171438694,0.3463864028453827,,,2.0879006385803223
model_28000.onnx,10,False,approach_box,False,30.006000000009248,2.0202271938323975,2.020148754119873,0.2673107328012521,0.1278485208749771,0.16019760072231293,0.36991363763809204,,,2.0313925743103027
